call_id,customer_id,call_date,issue_category,call_transcript
3824060,688935,2024-06-01,Payment Problem,Medical officer ok she game plant hard.
7061515,329888,2024-12-29,General Inquiry,New process source feeling know guy room so industry on.
2432823,637572,2024-05-18,General Inquiry,Nature star quality although color cut her nothing general investment despite main young.
4183002,530801,2024-06-18,Account Issue,Gas manage particularly among if television material grow theory especially hair hot.
7854441,270946,2024-06-09,General Inquiry,Enough trial purpose little film half Mr professor expert series other color sell. poor service
4984322,949749,2024-10-26,Complaint,South go tree officer yard grow or sport. very unhappy
8371519,214396,2025-01-28,Payment Problem,Wind walk member be himself audience executive skill.
1770766,861352,2024-11-01,Complaint,Prove show morning moment put media of near rich last stock. thinking of leaving
2568688,410120,2024-11-21,Account Issue,Difficult dream room wonder decide property person recognize task much recently week organization.
9081519,493729,2025-01-29,Complaint,Career fact only quality good act test community difficult.
9174650,774615,2024-06-21,Account Issue,Clearly return become one sit color film scientist condition. thinking of leaving
8945088,580892,2024-09-23,Account Issue,List article significant again film guess build kind return.
6969368,790639,2025-01-23,Complaint,Treatment newspaper edge long part as contain.
3090629,121339,2024-11-28,Account Issue,Alone office away help job audience full establish matter garden develop could campaign. thinking of leaving
5927753,260333,2024-06-14,General Inquiry,Letter seek control sit accept provide own discuss move foot newspaper along wrong.
4561244,685814,2024-11-08,Complaint,Work company per movie including single however democratic.
5815727,188020,2024-09-09,General Inquiry,Design who left most serious issue our production hope pay better middle control. thinking of leaving
1462831,660311,2024-04-26,Account Issue,Weight dark summer cost central fact sit.
4498026,286375,2024-04-22,Payment Problem,Budget level response figure light that sure prove environment. poor service
4065957,558574,2024-07-22,General Inquiry,Officer mean share federal process officer goal.
6515423,384370,2024-03-20,Payment Problem,Teach else east no carry treatment start not.
4019854,967758,2024-03-23,General Inquiry,Group once house race cup win.
4486061,284029,2024-10-29,Payment Problem,Month each shoulder mission past art whose class.
8713792,771861,2024-09-04,Payment Problem,Evening probably still again eight seem another film however.
5875596,621005,2025-01-15,Complaint,Group upon protect value chance similar.
9414581,993727,2024-09-01,General Inquiry,Strong whether section reduce lose research trip likely view use benefit ok politics.
8778535,705852,2024-08-21,Payment Problem,Live here herself when at my seven sure.
4322882,561644,2024-06-05,Complaint,Product number support blue trial focus could finish heavy.
7987042,622061,2024-05-28,Complaint,Fact create animal number field form.
8877093,417975,2024-11-05,General Inquiry,Special hotel send candidate end add.
6407174,292074,2024-09-17,Payment Problem,Mouth interview do draw share may computer name reflect. poor service
8213328,512496,2024-10-28,Complaint,Grow least truth organization whom special piece stock.
7261496,932258,2024-04-27,General Inquiry,Join friend three interview more son during by oil research.
4249605,676515,2025-01-17,Payment Problem,Sing magazine huge from anything bar charge quite in fire woman story activity training.
7961590,981100,2024-05-22,Payment Problem,Actually picture seek reveal customer finish language visit contain pressure system either responsibility. poor service
1566275,997395,2024-02-20,Account Issue,Discuss build various room national write treatment.
8373563,332508,2024-03-16,General Inquiry,Study single process reflect national discussion quite local store glass market they. very unhappy
2739032,420495,2025-01-15,General Inquiry,Like deep happy manage scientist ahead if nothing about summer. very unhappy
1084331,899843,2024-04-09,Payment Problem,Yard another society establish factor race realize us. poor service
3825704,564196,2024-04-11,Payment Problem,Help north probably police everybody turn.
6427276,605532,2024-04-01,General Inquiry,Offer board body couple record sort much do.
6087328,502286,2024-03-12,Account Issue,Inside report enjoy both long sit court away task then perhaps. thinking of leaving
2541574,902662,2024-09-28,General Inquiry,Base attorney year themselves save paper.
8471729,235984,2024-02-23,Payment Problem,Series eat bad letter least chair sit road receive measure data head student. very unhappy
6728117,209976,2024-02-09,Complaint,Team camera foot spend finally miss fall positive brother throughout. very unhappy
7171941,599067,2024-06-11,Payment Problem,Republican author team expect anyone team may seek moment easy. poor service
5626459,650239,2024-12-26,General Inquiry,Shake increase trip part recently raise politics four he minute. thinking of leaving
4454730,482882,2024-11-20,Complaint,Agreement process say inside tough part realize reveal move mind.
3687906,489452,2024-08-23,Payment Problem,Section process bag society recent list staff give already me her plant.
5608828,739121,2024-05-02,Complaint,Who individual plant too number big shoulder why policy scene other room.
2875446,671296,2024-08-07,Complaint,Write often probably add wear meeting speak discuss authority.
2613219,336469,2024-09-08,Account Issue,Move store gas discover image everything measure another down land life hour.
6650054,652969,2025-01-19,Payment Problem,Maybe still decade our race campaign six doctor economy.
7435166,538898,2024-06-29,Payment Problem,Reduce painting more huge camera matter end pass send under.
5733504,214878,2024-05-26,General Inquiry,Notice raise sign within loss take guy Mr end wide though follow raise. cancel my account
3239511,395724,2024-07-19,Payment Problem,Him thank sea quite friend picture hotel.
3863930,341692,2024-10-28,Account Issue,Money agree way kid sort decision very bar.
3157436,642218,2024-05-12,General Inquiry,Source within into probably trip line. cancel my account
7060527,141748,2024-11-06,General Inquiry,Relate after fly source Congress daughter unit country apply college hundred not me. thinking of leaving
1580070,502088,2024-05-05,Payment Problem,Service treat community year unit future pay commercial vote security.
9571514,933737,2024-07-31,Payment Problem,Produce condition smile front approach training cup. thinking of leaving
8837180,301278,2024-11-23,Account Issue,Stand vote bar follow cultural say over down various room.
9991405,328233,2024-05-13,Payment Problem,Hit recent exist particular very popular many long popular herself wide forget.
3048604,869284,2024-04-12,Complaint,List space your team trouble force office American word us enough.
5622372,470720,2024-02-10,Complaint,Interview deep moment student tell worker give vote interesting each. poor service
6872896,238723,2024-12-20,General Inquiry,Tv quickly at near fish PM factor million as hospital practice business word.
4526882,528379,2024-08-07,Payment Problem,Detail research quickly fire answer hospital. cancel my account
3557643,721003,2024-08-28,Payment Problem,Carry development hot later page marriage former woman politics.
7804091,860019,2024-11-28,Complaint,Significant make it produce health along herself we even sea should.
7233605,133359,2024-06-12,General Inquiry,Better last five cause into season. thinking of leaving
